"","Country","Year","Status","Life.expectancy","Adult.Mortality","infant.deaths","Alcohol","percentage.expenditure","Hepatitis.B","Measles","BMI","under.five.deaths","Polio","Total.expenditure","Diphtheria","HIV.AIDS","GDP","Population","thinness..1.19.years","thinness.5.9.years","Income.composition.of.resources","Schooling","WHO.Region.Code","WHO.Region","Country.Code","Sex","Alcohol.total.per.capita..15...consumption.in.liters..numeric.","Alcohol.total.per.capita..15...consumption.in.liters..low.estimation.","Alcohol.total.per.capita..15...consumption.in.liters..high.estimation.","Alcohol.total.per.capita..15...consumption.in.liters..string.","Average_Alcohol_Consumption","Consumption_Comparison"
"1758","Comoros",2009,"Developing",61.3,251,2,0.17,56.98952474,83,1,21.1,2,84,3.82,83,0.1,778.5454199,673252,7.2,7,0.465,10.3,"AFR","Africa","COM","Both sexes",0.23,0.13,0.49,"0.23 [0.13 – 0.49]",0.2,"BELOW AVERAGE"
"1759","Comoros",2010,"Developing",61.8,246,2,0.15,47.30421873,74,0,21.6,2,82,5.82,74,0.1,769.1742883,689692,7.1,6.9,0.476,10.5,"AFR","Africa","COM","Both sexes",0.24,0.13,0.51,"0.24 [0.13 – 0.51]",0.195,"BELOW AVERAGE"
"1760","Comoros",2010,"Developing",61.8,246,2,0.15,47.30421873,74,0,21.6,2,82,5.82,74,0.1,769.1742883,689692,7.1,6.9,0.476,10.5,"AFR","Africa","COM","Male",0.41,0.22,0.89,"0.41 [0.22 – 0.89]",0.28,"BELOW AVERAGE"
"1761","Comoros",2010,"Developing",61.8,246,2,0.15,47.30421873,74,0,21.6,2,82,5.82,74,0.1,769.1742883,689692,7.1,6.9,0.476,10.5,"AFR","Africa","COM","Female",0.063,0.033,0.14,"0.063 [0.033 – 0.14]",0.1065,"BELOW AVERAGE"
"1762","Comoros",2011,"Developing",62.2,241,2,0.12,59.6596497,83,3,22.1,2,85,6.1,83,0.2,829.7586885,76569,7,6.8,0.479,10.6,"AFR","Africa","COM","Female",0.062,0.029,0.15,"0.062 [0.029 – 0.15]",0.091,"BELOW AVERAGE"
"1763","Comoros",2011,"Developing",62.2,241,2,0.12,59.6596497,83,3,22.1,2,85,6.1,83,0.2,829.7586885,76569,7,6.8,0.479,10.6,"AFR","Africa","COM","Both sexes",0.24,0.11,0.55,"0.24 [0.11 – 0.55]",0.18,"BELOW AVERAGE"
"1764","Comoros",2011,"Developing",62.2,241,2,0.12,59.6596497,83,3,22.1,2,85,6.1,83,0.2,829.7586885,76569,7,6.8,0.479,10.6,"AFR","Africa","COM","Male",0.41,0.2,0.96,"0.41 [0.2 – 0.96]",0.265,"BELOW AVERAGE"
"1765","Comoros",2012,"Developing",62.5,237,2,0.01,78.39008571,89,1,22.6,2,85,7.11,86,0.8,788.632653,723868,6.9,6.7,0.484,10.8,"AFR","Africa","COM","Male",0.69,0.28,1.41,"0.69 [0.28 – 1.41]",0.35,"BELOW AVERAGE"
"1766","Comoros",2012,"Developing",62.5,237,2,0.01,78.39008571,89,1,22.6,2,85,7.11,86,0.8,788.632653,723868,6.9,6.7,0.484,10.8,"AFR","Africa","COM","Both sexes",0.4,0.16,0.81,"0.4 [0.16 – 0.81]",0.205,"BELOW AVERAGE"
"1767","Comoros",2012,"Developing",62.5,237,2,0.01,78.39008571,89,1,22.6,2,85,7.11,86,0.8,788.632653,723868,6.9,6.7,0.484,10.8,"AFR","Africa","COM","Female",0.1,0.041,0.21,"0.1 [0.041 – 0.21]",0.055,"BELOW AVERAGE"
"1768","Comoros",2013,"Developing",62.9,233,1,0.01,61.57443584,88,0,23.2,2,85,6.51,87,0.8,834.341949,7415,6.8,6.6,0.49,10.9,"AFR","Africa","COM","Male",0.87,0.35,1.68,"0.87 [0.35 – 1.68]",0.44,"BELOW AVERAGE"
"1769","Comoros",2013,"Developing",62.9,233,1,0.01,61.57443584,88,0,23.2,2,85,6.51,87,0.8,834.341949,7415,6.8,6.6,0.49,10.9,"AFR","Africa","COM","Female",0.13,0.051,0.26,"0.13 [0.051 – 0.26]",0.07,"BELOW AVERAGE"
"1770","Comoros",2013,"Developing",62.9,233,1,0.01,61.57443584,88,0,23.2,2,85,6.51,87,0.8,834.341949,7415,6.8,6.6,0.49,10.9,"AFR","Africa","COM","Both sexes",0.5,0.2,0.97,"0.5 [0.2 – 0.97]",0.255,"BELOW AVERAGE"
"1771","Comoros",2014,"Developing",63.2,23,1,0.01,73.86584922,88,0,23.7,2,87,6.75,87,0.8,852.954379,759385,6.8,6.6,0.497,11.1,"AFR","Africa","COM","Female",0.19,0.071,0.33,"0.19 [0.071 – 0.33]",0.1,"BELOW AVERAGE"
"1772","Comoros",2014,"Developing",63.2,23,1,0.01,73.86584922,88,0,23.7,2,87,6.75,87,0.8,852.954379,759385,6.8,6.6,0.497,11.1,"AFR","Africa","COM","Male",1.23,0.49,2.22,"1.23 [0.49 – 2.22]",0.62,"BELOW AVERAGE"
"1773","Comoros",2014,"Developing",63.2,23,1,0.01,73.86584922,88,0,23.7,2,87,6.75,87,0.8,852.954379,759385,6.8,6.6,0.497,11.1,"AFR","Africa","COM","Both sexes",0.71,0.28,1.28,"0.71 [0.28 – 1.28]",0.36,"BELOW AVERAGE"
"1774","Comoros",2015,"Developing",63.5,227,1,0,0,91,0,24.2,2,92,NA,91,0.8,727.6463868,777424,6.7,6.5,0.498,11.1,"AFR","Africa","COM","Male",1.38,0.56,2.48,"1.38 [0.56 – 2.48]",0.69,"BELOW AVERAGE"
"1775","Comoros",2015,"Developing",63.5,227,1,0,0,91,0,24.2,2,92,NA,91,0.8,727.6463868,777424,6.7,6.5,0.498,11.1,"AFR","Africa","COM","Female",0.21,0.083,0.37,"0.21 [0.083 – 0.37]",0.105,"BELOW AVERAGE"
"1776","Comoros",2015,"Developing",63.5,227,1,0,0,91,0,24.2,2,92,NA,91,0.8,727.6463868,777424,6.7,6.5,0.498,11.1,"AFR","Africa","COM","Both sexes",0.8,0.32,1.44,"0.8 [0.32 – 1.44]",0.4,"BELOW AVERAGE"
"1777","Congo",2000,"Developing",52.9,416,9,2.26,0,NA,1678,19.3,14,31,2.13,33,7.8,NA,NA,9.5,9.2,0.487,9.8,"AFR","Africa","COG","Male",5.77,4.31,7.37,"5.77 [4.31 – 7.37]",4.015,"BELOW AVERAGE"
"1778","Congo",2000,"Developing",52.9,416,9,2.26,0,NA,1678,19.3,14,31,2.13,33,7.8,NA,NA,9.5,9.2,0.487,9.8,"AFR","Africa","COG","Female",1.58,1.18,2.04,"1.58 [1.18 – 2.04]",1.92,"BELOW AVERAGE"
"1779","Congo",2000,"Developing",52.9,416,9,2.26,0,NA,1678,19.3,14,31,2.13,33,7.8,NA,NA,9.5,9.2,0.487,9.8,"AFR","Africa","COG","Both sexes",3.62,2.69,4.6,"3.62 [2.69 – 4.6]",2.94,"BELOW AVERAGE"
"1780","Congo",2001,"Developing",52.7,419,9,2.3,0,NA,2152,19.8,14,32,2.44,31,7.6,NA,NA,9.4,9,0.487,9.7,"AFR","Africa","COG","Female",1.58,1.18,2.04,"1.58 [1.18 – 2.04]",1.94,"BELOW AVERAGE"
"1781","Congo",2001,"Developing",52.7,419,9,2.3,0,NA,2152,19.8,14,32,2.44,31,7.6,NA,NA,9.4,9,0.487,9.7,"AFR","Africa","COG","Male",5.77,4.31,7.37,"5.77 [4.31 – 7.37]",4.035,"BELOW AVERAGE"
"1782","Congo",2001,"Developing",52.7,419,9,2.3,0,NA,2152,19.8,14,32,2.44,31,7.6,NA,NA,9.4,9,0.487,9.7,"AFR","Africa","COG","Both sexes",3.62,2.69,4.6,"3.62 [2.69 – 4.6]",2.96,"BELOW AVERAGE"
"1783","Congo",2002,"Developing",52.6,424,9,2.55,0,NA,2788,2.3,14,41,2.45,41,7.2,NA,NA,9.3,8.9,0.488,9.5,"AFR","Africa","COG","Female",1.63,1.22,2.12,"1.63 [1.22 – 2.12]",2.09,"BELOW AVERAGE"
"1784","Congo",2002,"Developing",52.6,424,9,2.55,0,NA,2788,2.3,14,41,2.45,41,7.2,NA,NA,9.3,8.9,0.488,9.5,"AFR","Africa","COG","Both sexes",3.75,2.78,4.83,"3.75 [2.78 – 4.83]",3.15,"BELOW AVERAGE"
"1785","Congo",2002,"Developing",52.6,424,9,2.55,0,NA,2788,2.3,14,41,2.45,41,7.2,NA,NA,9.3,8.9,0.488,9.5,"AFR","Africa","COG","Male",5.98,4.49,7.75,"5.98 [4.49 – 7.75]",4.265,"BELOW AVERAGE"
"1786","Congo",2003,"Developing",53.2,417,9,2.45,0,NA,3712,2.7,14,5,2.61,5,6.8,NA,NA,9.1,8.8,0.492,9.4,"AFR","Africa","COG","Female",1.63,1.22,2.12,"1.63 [1.22 – 2.12]",2.04,"BELOW AVERAGE"
"1787","Congo",2003,"Developing",53.2,417,9,2.45,0,NA,3712,2.7,14,5,2.61,5,6.8,NA,NA,9.1,8.8,0.492,9.4,"AFR","Africa","COG","Both sexes",3.76,2.81,4.79,"3.76 [2.81 – 4.79]",3.105,"BELOW AVERAGE"
"1788","Congo",2003,"Developing",53.2,417,9,2.45,0,NA,3712,2.7,14,5,2.61,5,6.8,NA,NA,9.1,8.8,0.492,9.4,"AFR","Africa","COG","Male",5.99,4.52,7.69,"5.99 [4.52 – 7.69]",4.22,"BELOW AVERAGE"
"1789","Congo",2004,"Developing",54.1,48,9,2.58,0,NA,3524,21.2,13,67,2.56,67,6.3,NA,NA,9,8.6,0.497,9.2,"AFR","Africa","COG","Male",5.88,4.44,7.63,"5.88 [4.44 – 7.63]",4.23,"BELOW AVERAGE"
"1790","Congo",2004,"Developing",54.1,48,9,2.58,0,NA,3524,21.2,13,67,2.56,67,6.3,NA,NA,9,8.6,0.497,9.2,"AFR","Africa","COG","Both sexes",3.7,2.79,4.73,"3.7 [2.79 – 4.73]",3.14,"BELOW AVERAGE"
"1791","Congo",2004,"Developing",54.1,48,9,2.58,0,NA,3524,21.2,13,67,2.56,67,6.3,NA,NA,9,8.6,0.497,9.2,"AFR","Africa","COG","Female",1.6,1.23,2.07,"1.6 [1.23 – 2.07]",2.09,"BELOW AVERAGE"
"1792","Congo",2005,"Developing",55.3,394,8,2.03,0,NA,146,21.7,13,62,2.42,62,5.9,NA,NA,8.8,8.5,0.496,9.4,"AFR","Africa","COG","Male",6.21,4.66,8.01,"6.21 [4.66 – 8.01]",4.12,"BELOW AVERAGE"
"1793","Congo",2005,"Developing",55.3,394,8,2.03,0,NA,146,21.7,13,62,2.42,62,5.9,NA,NA,8.8,8.5,0.496,9.4,"AFR","Africa","COG","Both sexes",3.91,2.92,5.01,"3.91 [2.92 – 5.01]",2.97,"BELOW AVERAGE"
"1794","Congo",2005,"Developing",55.3,394,8,2.03,0,NA,146,21.7,13,62,2.42,62,5.9,NA,NA,8.8,8.5,0.496,9.4,"AFR","Africa","COG","Female",1.69,1.25,2.19,"1.69 [1.25 – 2.19]",1.86,"BELOW AVERAGE"
"1795","Congo",2006,"Developing",56.9,368,8,2.25,0,NA,126,22.3,12,73,2.37,73,5.5,NA,NA,8.7,8.3,0.507,9.6,"AFR","Africa","COG","Both sexes",4.33,3.29,5.44,"4.33 [3.29 – 5.44]",3.29,"BELOW AVERAGE"
"1796","Congo",2006,"Developing",56.9,368,8,2.25,0,NA,126,22.3,12,73,2.37,73,5.5,NA,NA,8.7,8.3,0.507,9.6,"AFR","Africa","COG","Female",1.87,1.42,2.37,"1.87 [1.42 – 2.37]",2.06,"BELOW AVERAGE"
"1797","Congo",2006,"Developing",56.9,368,8,2.25,0,NA,126,22.3,12,73,2.37,73,5.5,NA,NA,8.7,8.3,0.507,9.6,"AFR","Africa","COG","Male",6.88,5.26,8.7,"6.88 [5.26 – 8.7]",4.565,"BELOW AVERAGE"
"1798","Congo",2007,"Developing",58.2,354,8,2.75,0,64,84,22.8,11,71,2.54,72,5,NA,NA,8.5,8.2,0.517,9.8,"AFR","Africa","COG","Female",2.09,1.6,2.65,"2.09 [1.6 – 2.65]",2.42,"BELOW AVERAGE"
"1799","Congo",2007,"Developing",58.2,354,8,2.75,0,64,84,22.8,11,71,2.54,72,5,NA,NA,8.5,8.2,0.517,9.8,"AFR","Africa","COG","Both sexes",4.86,3.73,6.08,"4.86 [3.73 – 6.08]",3.805,"BELOW AVERAGE"
"1800","Congo",2007,"Developing",58.2,354,8,2.75,0,64,84,22.8,11,71,2.54,72,5,NA,NA,8.5,8.2,0.517,9.8,"AFR","Africa","COG","Male",7.72,5.91,9.77,"7.72 [5.91 – 9.77]",5.235,"BELOW AVERAGE"
"1801","Congo",2008,"Developing",59.4,338,8,2.58,0,73,2,23.3,11,77,2.9,79,4.3,NA,NA,8.4,8,0.527,10,"AFR","Africa","COG","Female",2.27,1.75,2.83,"2.27 [1.75 – 2.83]",2.425,"BELOW AVERAGE"
"1802","Congo",2008,"Developing",59.4,338,8,2.58,0,73,2,23.3,11,77,2.9,79,4.3,NA,NA,8.4,8,0.527,10,"AFR","Africa","COG","Male",8.38,6.48,10.46,"8.38 [6.48 – 10.46]",5.48,"BELOW AVERAGE"
"1803","Congo",2008,"Developing",59.4,338,8,2.58,0,73,2,23.3,11,77,2.9,79,4.3,NA,NA,8.4,8,0.527,10,"AFR","Africa","COG","Both sexes",5.28,4.06,6.54,"5.28 [4.06 – 6.54]",3.93,"BELOW AVERAGE"
"1804","Congo",2009,"Developing",68,314,7,3.47,0,75,1,23.9,11,76,2.27,78,4,NA,NA,8.3,7.9,0.545,10.3,"AFR","Africa","COG","Both sexes",5.83,4.53,7.26,"5.83 [4.53 – 7.26]",4.65,"BELOW AVERAGE"
"1805","Congo",2009,"Developing",68,314,7,3.47,0,75,1,23.9,11,76,2.27,78,4,NA,NA,8.3,7.9,0.545,10.3,"AFR","Africa","COG","Male",9.24,7.18,11.58,"9.24 [7.18 – 11.58]",6.355,"ABOVE AVERAGE"
"1806","Congo",2009,"Developing",68,314,7,3.47,0,75,1,23.9,11,76,2.27,78,4,NA,NA,8.3,7.9,0.545,10.3,"AFR","Africa","COG","Female",2.51,1.96,3.17,"2.51 [1.96 – 3.17]",2.99,"BELOW AVERAGE"
"1807","Congo",2010,"Developing",62,298,7,3.53,0,74,4,24.5,10,72,2.29,74,3.8,NA,NA,8.1,7.7,0.548,10.5,"AFR","Africa","COG","Male",9.97,7.61,12.28,"9.97 [7.61 – 12.28]",6.75,"ABOVE AVERAGE"
"1808","Congo",2010,"Developing",62,298,7,3.53,0,74,4,24.5,10,72,2.29,74,3.8,NA,NA,8.1,7.7,0.548,10.5,"AFR","Africa","COG","Female",2.71,2.05,3.33,"2.71 [2.05 – 3.33]",3.12,"BELOW AVERAGE"
"1809","Congo",2010,"Developing",62,298,7,3.53,0,74,4,24.5,10,72,2.29,74,3.8,NA,NA,8.1,7.7,0.548,10.5,"AFR","Africa","COG","Both sexes",6.29,4.79,7.74,"6.29 [4.79 – 7.74]",4.91,"BELOW AVERAGE"
"1810","Congo",2011,"Developing",62.9,285,7,3.82,0,7,315,25,10,69,2.79,82,3.5,NA,NA,8,7.6,0.558,10.7,"AFR","Africa","COG","Female",2.91,2.22,3.55,"2.91 [2.22 – 3.55]",3.365,"BELOW AVERAGE"
"1811","Congo",2011,"Developing",62.9,285,7,3.82,0,7,315,25,10,69,2.79,82,3.5,NA,NA,8,7.6,0.558,10.7,"AFR","Africa","COG","Male",10.71,8.22,13.05,"10.71 [8.22 – 13.05]",7.265,"ABOVE AVERAGE"
"1812","Congo",2011,"Developing",62.9,285,7,3.82,0,7,315,25,10,69,2.79,82,3.5,NA,NA,8,7.6,0.558,10.7,"AFR","Africa","COG","Both sexes",6.76,5.19,8.18,"6.76 [5.19 – 8.18]",5.29,"BELOW AVERAGE"
"1813","Congo",2012,"Developing",63.7,273,7,0.01,0,62,260,25.6,10,61,3.98,85,3.3,NA,NA,7.9,7.5,0.557,10.2,"AFR","Africa","COG","Both sexes",6.98,5.39,8.4,"6.98 [5.39 – 8.4]",3.495,"BELOW AVERAGE"
"1814","Congo",2012,"Developing",63.7,273,7,0.01,0,62,260,25.6,10,61,3.98,85,3.3,NA,NA,7.9,7.5,0.557,10.2,"AFR","Africa","COG","Female",3,2.35,3.64,"3 [2.35 – 3.64]",1.505,"BELOW AVERAGE"
"1815","Congo",2012,"Developing",63.7,273,7,0.01,0,62,260,25.6,10,61,3.98,85,3.3,NA,NA,7.9,7.5,0.557,10.2,"AFR","Africa","COG","Male",11.05,8.58,13.33,"11.05 [8.58 – 13.33]",5.53,"ABOVE AVERAGE"
"1816","Congo",2013,"Developing",63.9,274,7,0.01,0,85,124,26.2,10,85,5.9,85,3,NA,NA,7.7,7.4,0.576,11.1,"AFR","Africa","COG","Male",11.32,8.77,13.84,"11.32 [8.77 – 13.84]",5.665,"ABOVE AVERAGE"
"1817","Congo",2013,"Developing",63.9,274,7,0.01,0,85,124,26.2,10,85,5.9,85,3,NA,NA,7.7,7.4,0.576,11.1,"AFR","Africa","COG","Both sexes",7.16,5.5,8.72,"7.16 [5.5 – 8.72]",3.585,"BELOW AVERAGE"
"1818","Congo",2013,"Developing",63.9,274,7,0.01,0,85,124,26.2,10,85,5.9,85,3,NA,NA,7.7,7.4,0.576,11.1,"AFR","Africa","COG","Female",3.08,2.37,3.81,"3.08 [2.37 – 3.81]",1.545,"BELOW AVERAGE"
"1819","Congo",2014,"Developing",64.2,275,7,0.01,0,9,71,26.8,10,9,5.15,9,3,NA,NA,7.6,7.3,0.581,11.1,"AFR","Africa","COG","Male",11.38,8.87,13.96,"11.38 [8.87 – 13.96]",5.695,"ABOVE AVERAGE"
"1820","Congo",2014,"Developing",64.2,275,7,0.01,0,9,71,26.8,10,9,5.15,9,3,NA,NA,7.6,7.3,0.581,11.1,"AFR","Africa","COG","Female",3.09,2.38,3.82,"3.09 [2.38 – 3.82]",1.55,"BELOW AVERAGE"
"1821","Congo",2014,"Developing",64.2,275,7,0.01,0,9,71,26.8,10,9,5.15,9,3,NA,NA,7.6,7.3,0.581,11.1,"AFR","Africa","COG","Both sexes",7.19,5.6,8.79,"7.19 [5.6 – 8.79]",3.6,"BELOW AVERAGE"
"1822","Congo",2015,"Developing",64.7,267,7,0,0,8,1359,27.4,10,8,NA,8,2.8,NA,NA,7.5,7.1,0.59,11.1,"AFR","Africa","COG","Both sexes",7.87,6.17,9.55,"7.87 [6.17 – 9.55]",3.935,"BELOW AVERAGE"
"1823","Congo",2015,"Developing",64.7,267,7,0,0,8,1359,27.4,10,8,NA,8,2.8,NA,NA,7.5,7.1,0.59,11.1,"AFR","Africa","COG","Male",12.45,9.75,15.16,"12.45 [9.75 – 15.16]",6.225,"ABOVE AVERAGE"
"1824","Congo",2015,"Developing",64.7,267,7,0,0,8,1359,27.4,10,8,NA,8,2.8,NA,NA,7.5,7.1,0.59,11.1,"AFR","Africa","COG","Female",3.38,2.63,4.11,"3.38 [2.63 – 4.11]",1.69,"BELOW AVERAGE"
"1825","Cook Islands",2013,"Developing",NA,NA,0,0.01,0,98,0,82.8,0,98,3.58,98,0.1,NA,NA,0.1,0.1,NA,NA,"WPR","Western Pacific","COK","Both sexes",11.44,9.19,13.7,"11.44 [9.19 – 13.7]",5.725,"ABOVE AVERAGE"
"1826","Cook Islands",2013,"Developing",NA,NA,0,0.01,0,98,0,82.8,0,98,3.58,98,0.1,NA,NA,0.1,0.1,NA,NA,"WPR","Western Pacific","COK","Male",18.39,14.86,22.14,"18.39 [14.86 – 22.14]",9.2,"ABOVE AVERAGE"
"1827","Cook Islands",2013,"Developing",NA,NA,0,0.01,0,98,0,82.8,0,98,3.58,98,0.1,NA,NA,0.1,0.1,NA,NA,"WPR","Western Pacific","COK","Female",4.77,3.85,5.85,"4.77 [3.85 – 5.85]",2.39,"BELOW AVERAGE"
"1828","Costa Rica",2000,"Developing",77.6,98,1,4.34,94.17819458,89,0,45.4,1,8,7.12,88,0.1,388.363689,3925443,2.4,2.3,0.702,11.6,"AMR","Americas","CRI","Male",9.42,7.39,11.4,"9.42 [7.39 – 11.4]",6.88,"ABOVE AVERAGE"
"1829","Costa Rica",2000,"Developing",77.6,98,1,4.34,94.17819458,89,0,45.4,1,8,7.12,88,0.1,388.363689,3925443,2.4,2.3,0.702,11.6,"AMR","Americas","CRI","Both sexes",5.89,4.61,7.12,"5.89 [4.61 – 7.12]",5.115,"BELOW AVERAGE"
"1830","Costa Rica",2000,"Developing",77.6,98,1,4.34,94.17819458,89,0,45.4,1,8,7.12,88,0.1,388.363689,3925443,2.4,2.3,0.702,11.6,"AMR","Americas","CRI","Female",2.39,1.86,2.9,"2.39 [1.86 – 2.9]",3.365,"BELOW AVERAGE"
"1831","Costa Rica",2001,"Developing",77.5,1,1,4.29,868.3713593,8,0,46.4,1,92,7.25,91,0.1,3981.52847,3996798,2.3,2.2,0.708,11.7,"AMR","Americas","CRI","Female",2.39,1.86,2.9,"2.39 [1.86 – 2.9]",3.34,"BELOW AVERAGE"
"1832","Costa Rica",2001,"Developing",77.5,1,1,4.29,868.3713593,8,0,46.4,1,92,7.25,91,0.1,3981.52847,3996798,2.3,2.2,0.708,11.7,"AMR","Americas","CRI","Male",9.42,7.39,11.4,"9.42 [7.39 – 11.4]",6.855,"ABOVE AVERAGE"
"1833","Costa Rica",2001,"Developing",77.5,1,1,4.29,868.3713593,8,0,46.4,1,92,7.25,91,0.1,3981.52847,3996798,2.3,2.2,0.708,11.7,"AMR","Americas","CRI","Both sexes",5.89,4.61,7.12,"5.89 [4.61 – 7.12]",5.09,"BELOW AVERAGE"
"1834","Costa Rica",2002,"Developing",78.3,99,1,4.17,112.9493745,94,0,47.3,1,94,8.23,94,0.1,462.14965,46324,2.2,2.2,0.712,11.9,"AMR","Americas","CRI","Both sexes",5.74,4.55,6.9,"5.74 [4.55 – 6.9]",4.955,"BELOW AVERAGE"
"1835","Costa Rica",2002,"Developing",78.3,99,1,4.17,112.9493745,94,0,47.3,1,94,8.23,94,0.1,462.14965,46324,2.2,2.2,0.712,11.9,"AMR","Americas","CRI","Male",9.18,7.28,11.09,"9.18 [7.28 – 11.09]",6.675,"ABOVE AVERAGE"
"1836","Costa Rica",2002,"Developing",78.3,99,1,4.17,112.9493745,94,0,47.3,1,94,8.23,94,0.1,462.14965,46324,2.2,2.2,0.712,11.9,"AMR","Americas","CRI","Female",2.33,1.84,2.8,"2.33 [1.84 – 2.8]",3.25,"BELOW AVERAGE"
"1837","Costa Rica",2003,"Developing",78,1,1,4.04,1070.268999,86,1,48.3,1,88,8.45,88,0.1,4167.71417,4125971,2.2,2.1,0.715,12.1,"AMR","Americas","CRI","Both sexes",5.59,4.48,6.77,"5.59 [4.48 – 6.77]",4.815,"BELOW AVERAGE"
"1838","Costa Rica",2003,"Developing",78,1,1,4.04,1070.268999,86,1,48.3,1,88,8.45,88,0.1,4167.71417,4125971,2.2,2.1,0.715,12.1,"AMR","Americas","CRI","Male",8.95,7.17,10.83,"8.95 [7.17 – 10.83]",6.495,"ABOVE AVERAGE"
"1839","Costa Rica",2003,"Developing",78,1,1,4.04,1070.268999,86,1,48.3,1,88,8.45,88,0.1,4167.71417,4125971,2.2,2.1,0.715,12.1,"AMR","Americas","CRI","Female",2.27,1.81,2.77,"2.27 [1.81 – 2.77]",3.155,"BELOW AVERAGE"
"1840","Costa Rica",2004,"Developing",77.7,12,1,4.09,1043.10795,89,0,49.3,1,9,7.8,9,0.1,4425.57467,418738,2.1,2,0.719,12.2,"AMR","Americas","CRI","Both sexes",5.49,4.36,6.65,"5.49 [4.36 – 6.65]",4.79,"BELOW AVERAGE"
"1841","Costa Rica",2004,"Developing",77.7,12,1,4.09,1043.10795,89,0,49.3,1,9,7.8,9,0.1,4425.57467,418738,2.1,2,0.719,12.2,"AMR","Americas","CRI","Female",2.24,1.76,2.73,"2.24 [1.76 – 2.73]",3.165,"BELOW AVERAGE"
"1842","Costa Rica",2004,"Developing",77.7,12,1,4.09,1043.10795,89,0,49.3,1,9,7.8,9,0.1,4425.57467,418738,2.1,2,0.719,12.2,"AMR","Americas","CRI","Male",8.78,6.97,10.61,"8.78 [6.97 – 10.61]",6.435,"ABOVE AVERAGE"
"1843","Costa Rica",2005,"Developing",78.6,97,1,4.1,1002.833273,9,1,5.3,1,91,7.74,91,0.1,4697.11135,4247841,2,2,0.723,12.4,"AMR","Americas","CRI","Female",2.25,1.8,2.73,"2.25 [1.8 – 2.73]",3.175,"BELOW AVERAGE"
"1844","Costa Rica",2005,"Developing",78.6,97,1,4.1,1002.833273,9,1,5.3,1,91,7.74,91,0.1,4697.11135,4247841,2,2,0.723,12.4,"AMR","Americas","CRI","Male",8.8,7.09,10.71,"8.8 [7.09 – 10.71]",6.45,"ABOVE AVERAGE"
"1845","Costa Rica",2005,"Developing",78.6,97,1,4.1,1002.833273,9,1,5.3,1,91,7.74,91,0.1,4697.11135,4247841,2,2,0.723,12.4,"AMR","Americas","CRI","Both sexes",5.51,4.43,6.71,"5.51 [4.43 – 6.71]",4.805,"BELOW AVERAGE"
"1846","Costa Rica",2006,"Developing",78,16,1,4.15,1185.412346,88,0,51.4,1,89,7.82,89,0.1,5245.187372,438794,2,1.9,0.727,12.6,"AMR","Americas","CRI","Both sexes",5.53,4.43,6.64,"5.53 [4.43 – 6.64]",4.84,"BELOW AVERAGE"
"1847","Costa Rica",2006,"Developing",78,16,1,4.15,1185.412346,88,0,51.4,1,89,7.82,89,0.1,5245.187372,438794,2,1.9,0.727,12.6,"AMR","Americas","CRI","Female",2.27,1.8,2.76,"2.27 [1.8 – 2.76]",3.21,"BELOW AVERAGE"
"1848","Costa Rica",2006,"Developing",78,16,1,4.15,1185.412346,88,0,51.4,1,89,7.82,89,0.1,5245.187372,438794,2,1.9,0.727,12.6,"AMR","Americas","CRI","Male",8.83,7.09,10.66,"8.83 [7.09 – 10.66]",6.49,"ABOVE AVERAGE"
"1849","Costa Rica",2007,"Developing",78.9,93,1,4.2,150.8891479,89,0,52.4,1,89,8.37,89,0.1,612.623418,4369469,1.9,1.9,0.734,12.8,"AMR","Americas","CRI","Both sexes",5.56,4.48,6.63,"5.56 [4.48 – 6.63]",4.88,"BELOW AVERAGE"
"1850","Costa Rica",2007,"Developing",78.9,93,1,4.2,150.8891479,89,0,52.4,1,89,8.37,89,0.1,612.623418,4369469,1.9,1.9,0.734,12.8,"AMR","Americas","CRI","Male",8.86,7.16,10.59,"8.86 [7.16 – 10.59]",6.53,"ABOVE AVERAGE"
"1851","Costa Rica",2007,"Developing",78.9,93,1,4.2,150.8891479,89,0,52.4,1,89,8.37,89,0.1,612.623418,4369469,1.9,1.9,0.734,12.8,"AMR","Americas","CRI","Female",2.28,1.84,2.77,"2.28 [1.84 – 2.77]",3.24,"BELOW AVERAGE"
"1852","Costa Rica",2008,"Developing",78.9,99,1,4.22,1859.095621,89,0,53.4,1,89,9.1,9,0.1,6911.136136,442958,1.9,1.8,0.74,12.9,"AMR","Americas","CRI","Both sexes",5.42,4.36,6.48,"5.42 [4.36 – 6.48]",4.82,"BELOW AVERAGE"
"1853","Costa Rica",2008,"Developing",78.9,99,1,4.22,1859.095621,89,0,53.4,1,89,9.1,9,0.1,6911.136136,442958,1.9,1.8,0.74,12.9,"AMR","Americas","CRI","Male",8.64,6.96,10.33,"8.64 [6.96 – 10.33]",6.43,"ABOVE AVERAGE"
"1854","Costa Rica",2008,"Developing",78.9,99,1,4.22,1859.095621,89,0,53.4,1,89,9.1,9,0.1,6911.136136,442958,1.9,1.8,0.74,12.9,"AMR","Americas","CRI","Female",2.23,1.77,2.67,"2.23 [1.77 – 2.67]",3.225,"BELOW AVERAGE"
